CallTimes	TotalTime	InitTime	GenVoltageTime	GenLFTime	CheckQTime	CheckConnectTime	0	1	2	3	4	5	4Rate	0time	1time	2time	3time	4time	5time	nSuccessCase
46000001	294886	1	46164	119788	121738	124434	46000001	0	0	0	0	1.0	294206	0	0	0	0	0	46000001	46000001
47000001	301341	1	47152	122490	124474	127123	47000001	0	0	0	0	1.0	300661	0	0	0	0	0	47000001	47000001
48000001	307773	1	48115	125098	127130	129892	48000001	0	0	0	0	1.0	307093	0	0	0	0	0	48000001	48000001
49000001	314125	1	49110	127647	129714	132630	49000001	0	0	0	0	1.0	313445	0	0	0	0	0	49000001	49000001
50000001	320445	1	50086	130236	132347	135299	50000001	0	0	0	0	1.0	319765	0	0	0	0	0	50000001	50000001
51000001	326959	1	51122	132852	135007	138085	51000001	0	0	0	0	1.0	326279	0	0	0	0	0	51000001	51000001
52000001	333331	1	52085	135454	137651	140822	52000001	0	0	0	0	1.0	332651	0	0	0	0	0	52000001	52000001
53000001	339657	1	53095	137994	140236	143507	53000001	0	0	0	0	1.0	338977	0	0	0	0	0	53000001	53000001
54000001	346029	1	54140	140532	142814	146215	54000001	0	0	0	0	1.0	345349	0	0	0	0	0	54000001	54000001
55000001	352486	1	55123	143203	145532	148934	55000001	0	0	0	0	1.0	351806	0	0	0	0	0	55000001	55000001
56000001	358827	1	56171	145728	148096	151604	56000001	0	0	0	0	1.0	358147	0	0	0	0	0	56000001	56000001
57000001	365182	1	57169	148276	150686	154327	57000001	0	0	0	0	1.0	364502	0	0	0	0	0	57000001	57000001
58000001	371564	1	58176	150847	153283	157066	58000001	0	0	0	0	1.0	370884	0	0	0	0	0	58000001	58000001
59000001	378079	1	59206	153514	155994	159797	59000001	0	0	0	0	1.0	377399	0	0	0	0	0	59000001	59000001
60000001	384780	1	60244	156253	158781	162626	60000001	0	0	0	0	1.0	384100	0	0	0	0	0	60000001	60000001
61000001	391187	1	61260	158914	161479	165288	61000001	0	0	0	0	1.0	390507	0	0	0	0	0	61000001	61000001
62000001	397629	1	62260	161604	164218	167950	62000001	0	0	0	0	1.0	396949	0	0	0	0	0	62000001	62000001
63000001	404007	1	63277	164200	166848	170637	63000001	0	0	0	0	1.0	403327	0	0	0	0	0	63000001	63000001
64000001	410395	1	64224	166741	169435	173456	64000001	0	0	0	0	1.0	409715	0	0	0	0	0	64000001	64000001
65000001	416783	1	65195	169382	172122	176157	65000001	0	0	0	0	1.0	416103	0	0	0	0	0	65000001	65000001
66000001	423187	1	66197	172002	174787	178855	66000001	0	0	0	0	1.0	422507	0	0	0	0	0	66000001	66000001
67000001	429549	1	67140	174620	177452	181561	67000001	0	0	0	0	1.0	428869	0	0	0	0	0	67000001	67000001
67108864	430230	1	67256	174896	177731	181844	67108864	0	0	0	0	1.0	429550	0	0	0	0	0	67108864	67108864
