CallTimes	TotalTime	InitTime	GenVoltageTime	GenLFTime	CheckQTime	CheckConnectTime	0	1	2	3	4	5	4Rate	0time	1time	2time	3time	4time	5time	nSuccessCase
OKCase
1	8	1	0	0	0	0	1	0	0	0	0	1.0	0	0	0	0	0	0	1	1
1000001	6324	1	1034	2580	2619	2627	1000001	0	0	0	0	1.0	6316	0	0	0	0	0	1000001	1000001
2000001	12924	1	2083	5280	5360	5387	2000001	0	0	0	0	1.0	12916	0	0	0	0	0	2000001	2000001
3000001	19726	1	3143	8028	8148	8289	3000001	0	0	0	0	1.0	19718	0	0	0	0	0	3000001	3000001
4000001	25903	1	4138	10435	10598	10989	4000001	0	0	0	0	1.0	25895	0	0	0	0	0	4000001	4000001
5000001	32122	1	5136	12939	13141	13628	5000001	0	0	0	0	1.0	32114	0	0	0	0	0	5000001	5000001
6000001	38308	1	6123	15446	15695	16229	6000001	0	0	0	0	1.0	38300	0	0	0	0	0	6000001	6000001
7000001	47834	1	7489	19406	19759	20245	7000001	0	0	0	0	1.0	47826	0	0	0	0	0	7000001	7000001
8000001	56103	1	8699	22767	23222	23774	8000001	0	0	0	0	1.0	56095	0	0	0	0	0	8000001	8000001
9000001	63994	1	9846	26040	26564	27125	9000001	0	0	0	0	1.0	63986	0	0	0	0	0	9000001	9000001
10000001	71852	1	10994	29267	29867	30466	10000001	0	0	0	0	1.0	71844	0	0	0	0	0	10000001	10000001
11000001	79682	1	12101	32448	33113	33873	11000001	0	0	0	0	1.0	79674	0	0	0	0	0	11000001	11000001
12000001	86455	1	13182	35196	35900	36744	12000001	0	0	0	0	1.0	86447	0	0	0	0	0	12000001	12000001
13000001	93802	1	14275	38174	38930	39914	13000001	0	0	0	0	1.0	93794	0	0	0	0	0	13000001	13000001
14000001	100827	1	15315	41066	41859	42927	14000001	0	0	0	0	1.0	100819	0	0	0	0	0	14000001	14000001
15000001	107719	1	16343	43909	44751	45849	15000001	0	0	0	0	1.0	107711	0	0	0	0	0	15000001	15000001
16000001	116850	1	17643	47719	48660	49679	16000001	0	0	0	0	1.0	116842	0	0	0	0	0	16000001	16000001
