CallTimes	tTotal	tInit	tVG	tLFG	tQC	tSBC	0	1	2	3	4	5	6	7	8	9	10	9Rate	0time	1time	2time	3time	4time	5time	6time	7time	8time	9time	10time	nSuccessCase
OKCase
1	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	11	0	0	0	0	0	0	0	0	0	0	1	1
1000001	7513	0	7	3431	3482	2969	1132	1000001	0	0	0	0	0	0	0	0	0	1.0	7505	0	0	0	0	0	0	0	0	0	0	1000001	1
2000001	14569	0	10	6571	6660	5860	2195	2000001	0	0	0	0	0	0	0	0	0	1.0	14554	0	0	0	0	0	0	0	0	0	0	2000001	1
3000001	21769	0	18	9820	9954	8744	3275	3000001	0	0	0	0	0	0	0	0	0	1.0	21750	0	0	0	0	0	0	0	0	0	0	3000001	1
4000001	28966	0	31	12951	13124	11716	4390	4000001	0	0	0	0	0	0	0	0	0	1.0	28945	0	0	0	0	0	0	0	0	0	0	4000001	1
5000001	36011	0	39	16039	16257	14632	5525	5000001	0	0	0	0	0	0	0	0	0	1.0	35987	0	0	0	0	0	0	0	0	0	0	5000001	1
6000001	43429	0	44	19307	19568	17711	6661	6000001	0	0	0	0	0	0	0	0	0	1.0	43399	0	0	0	0	0	0	0	0	0	0	6000001	1
7000001	50845	0	55	22632	22936	20693	7725	7000001	0	0	0	0	0	0	0	0	0	1.0	50809	0	0	0	0	0	0	0	0	0	0	7000001	1
8000001	58132	0	61	25862	26208	23644	8833	8000001	0	0	0	0	0	0	0	0	0	1.0	58090	0	0	0	0	0	0	0	0	0	0	8000001	1
9000001	65479	0	70	29155	29544	26648	9928	9000001	0	0	0	0	0	0	0	0	0	1.0	65431	0	0	0	0	0	0	0	0	0	0	9000001	1
10000001	73017	0	79	32587	33008	29681	11030	10000001	0	0	0	0	0	0	0	0	0	1.0	72959	0	0	0	0	0	0	0	0	0	0	10000001	1
11000001	80634	0	88	36063	36533	32728	12306	11000001	0	0	0	0	0	0	0	0	0	1.0	80565	0	0	0	0	0	0	0	0	0	0	11000001	1
