CallTimes	tTotal	tInit	tVG	tLFG	tQC	tSBC	0	1	2	3	4	5	6	7	8	9	10	9Rate	0time	1time	2time	3time	4time	5time	6time	7time	8time	9time	10time	nSuccessCase
OKCase
34000001	226746	0	232	97230	98774	95316	35718	34000001	0	0	0	0	0	0	0	0	0	1.0	226470	0	0	0	0	0	0	0	0	0	0	101108865	1
35000001	234099	0	241	100337	101950	98436	36872	35000001	0	0	0	0	0	0	0	0	0	1.0	233812	0	0	0	0	0	0	0	0	0	0	102108865	1
36000001	240096	0	246	102896	104545	100974	37822	36000001	0	0	0	0	0	0	0	0	0	1.0	239803	0	0	0	0	0	0	0	0	0	0	103108865	1
37000001	246510	0	249	105545	107236	103691	38854	37000001	0	0	0	0	0	0	0	0	0	1.0	246209	0	0	0	0	0	0	0	0	0	0	104108865	1
38000001	252383	0	257	108045	109774	106161	39848	38000001	0	0	0	0	0	0	0	0	0	1.0	252076	0	0	0	0	0	0	0	0	0	0	105108865	1
39000001	258858	0	260	110807	112569	108946	40917	39000001	0	0	0	0	0	0	0	0	0	1.0	258544	0	0	0	0	0	0	0	0	0	0	106108865	1
40000001	265715	0	267	113798	115608	111804	42030	40000001	0	0	0	0	0	0	0	0	0	1.0	265392	0	0	0	0	0	0	0	0	0	0	107108865	1
41000001	272200	0	278	116550	118393	114496	43076	41000001	0	0	0	0	0	0	0	0	0	1.0	271872	0	0	0	0	0	0	0	0	0	0	108108865	1
42000001	278047	0	282	119056	120925	116939	44101	42000001	0	0	0	0	0	0	0	0	0	1.0	277714	0	0	0	0	0	0	0	0	0	0	109108865	1
43000001	283955	0	289	121596	123519	119428	45142	43000001	0	0	0	0	0	0	0	0	0	1.0	283620	0	0	0	0	0	0	0	0	0	0	110108865	1
44000001	289925	0	294	124136	126104	121946	46134	44000001	0	0	0	0	0	0	0	0	0	1.0	289587	0	0	0	0	0	0	0	0	0	0	111108865	1
45000001	295886	0	299	126643	128646	124505	47173	45000001	0	0	0	0	0	0	0	0	0	1.0	295544	0	0	0	0	0	0	0	0	0	0	112108865	1
