CallTimes	TotalTime	GenVoltageTime	GenLFTime	CheckQTime	CheckConnectTime	ReverseBTime	ReverseYTime	0	1	2	3	4	5	6	7	8	9	10	9Rate	0time	1time	2time	3time	4time	5time	6time	7time	8time	9time	10time	SuccessCaseLFTime
1	1	1137	72818	569	15929	523947	524516	1	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1
1000001	114692	525177564	76953232355	12932353824	23613377003	523947	524516	24576	137417	2208	3754	1994	0	0	0	0	0	0.16994883005116995	484	4397	120	206	128	0	0	0	0	0	109356	454652
2000001	224549	1049673747	150753647698	25366875098	46394040456	523947	524516	44640	287797	15927	5112	2564	64	20	0	0	0	0.17806191096904453	888	9093	713	282	163	4	1	0	0	0	213404	891270
3000001	334973	1579017024	224717900440	37952573612	69217246171	523947	524516	70656	428443	21002	8320	4080	64	32	0	0	0	0.1775322741559086	1386	13347	944	436	276	4	2	0	0	0	318577	1320483
4000001	445470	2110821361	298820323871	50387270028	92144904647	523947	524516	86112	579731	29287	12336	5904	64	32	32	0	0	0.17837445540638616	1698	18001	1304	654	414	4	2	3	0	0	423389	1772395
5000001	553013	2640684119	371254481133	62384070668	114340493063	523947	524516	127345	736724	32713	20805	9268	64	32	32	0	0	0.1853965629206874	2461	22912	1449	1088	636	4	2	3	0	0	524457	2262545
6000001	661047	3169760906	443620207810	74353326162	136674048573	523947	524516	197664	859264	40885	24113	13176	2432	64	32	0	0	0.18960496839917193	3743	26616	1799	1288	924	184	7	3	0	0	626482	2700889
7000001	768592	3671324596	516235866775	86301730567	158752106329	523947	524516	257472	991208	48566	24678	19382	2464	86	32	0	0	0.19198397257371821	4898	30684	2106	1317	1299	187	8	3	0	0	728089	3173252
8000001	877119	4186178240	588718464603	98299275840	181123241392	523947	524516	338208	1102511	54073	29876	19520	2496	96	32	0	0	0.19335147583106552	6488	34327	2345	1600	1307	188	8	3	0	0	830852	3608765
9000001	989143	4698917184	663717294032	110834041813	204364419193	523947	524516	379872	1222278	59941	31376	22592	2496	96	32	0	0	0.19096475655947148	7331	38092	2628	1687	1531	188	8	3	0	0	937674	4041843
10000001	1099442	5213356247	737939126701	123166671945	227252054172	523947	524516	402432	1372881	64305	39024	22656	2496	96	32	0	0	0.1903921809607819	7810	42709	2796	2131	1536	188	8	3	0	0	1042260	4510050
11000001	1210459	5735564388	812537373817	135605791078	250279868283	523947	524516	426768	1513949	73879	44815	22688	2496	96	32	0	0	0.1895202554981586	8278	47195	3213	2440	1538	188	8	3	0	0	1147595	4989333
12000001	1320964	6282603076	886778953095	147978340380	273197072520	523947	524516	448800	1664099	81172	53456	22869	2528	96	64	0	0	0.18942365088136243	8695	51790	3501	2919	1550	198	8	7	0	0	1252295	5470783
13000001	1429337	6798820777	959763574193	160120781220	295613133195	523947	524516	483913	1814207	93262	54600	29595	5451	96	64	0	0	0.1908606007030307	9416	56369	4038	2980	2015	451	8	7	0	0	1354052	5977694
14000001	1537324	7292973858	1032270215229	172111569713	317802427963	523947	524516	554257	1934847	99950	58110	30176	6400	96	64	0	0	0.1917071291637765	10713	60223	4334	3196	2047	536	8	7	0	0	1456259	6439230
15000001	1647134	7840189199	1105890590682	184276607201	340578912562	523947	524516	619849	2050203	108803	58405	33454	6478	96	64	0	0	0.1918234538784364	12006	63882	4693	3217	2249	544	8	7	0	0	1560527	6900046
16000001	1756562	8350835821	1179175146832	196361228134	363194715912	523947	524516	694992	2166589	114046	59728	35973	6528	96	64	0	0	0.19237598797650074	13437	67612	4906	3299	2417	546	8	7	0	0	1664329	7377831
17000001	1868186	8871739551	1253958701307	208835106191	386323263569	523947	524516	760032	2268577	118608	59851	36955	8864	112	80	0	0	0.19135757697896605	14681	70836	5113	3308	2492	706	8	8	0	0	1771033	7826484
18000001	1981085	9399765747	1329856431371	221543840237	409637444612	523947	524516	774144	2410902	124129	64211	39360	8906	112	80	0	0	0.1901024338831981	14973	75232	5333	3533	2646	712	8	8	0	0	1878639	8317758
19000001	2091125	9938275338	1403761504698	233845659645	432500183621	523947	524516	804672	2562300	135852	65008	39552	8928	144	80	0	0	0.19034398998189525	15602	79888	5909	3581	2658	715	11	8	0	0	1982752	8841437
20000001	2204174	10445749681	1479623886915	246541353499	455949317904	523947	524516	820224	2703588	142150	68162	42688	8928	144	80	0	0	0.18929819053509048	15909	84346	6185	3772	2857	715	11	8	0	0	2090370	9349192
21000001	2314518	10970418542	1553655759753	258876344945	478915564712	523947	524516	845472	2857817	148742	74753	42880	8928	144	112	0	0	0.18946894335862174	16434	89116	6469	4141	2868	715	11	9	0	0	2194754	9893669
22000001	2423177	11487898015	1626585140461	270879209517	501539056415	523947	524516	892512	3005375	152194	80684	48891	8928	144	112	0	0	0.19040180952719046	17443	93684	6617	4479	3239	715	11	9	0	0	2296979	10450126
23000001	2531818	11989371050	1699503258952	282875169443	523926851849	523947	524516	967296	3120670	161416	84336	50112	11296	176	112	0	0	0.19110494821282833	18920	97348	7032	4701	3333	887	15	9	0	0	2399572	10952505
24000001	2640250	12500149897	1772341027651	294854082291	546376365778	523947	524516	1024224	3259194	168611	84691	56392	11346	208	112	0	0	0.1918657420055941	19992	101630	7343	4719	3731	890	17	9	0	0	2501918	11516840
25000001	2749208	13026890658	1845537259860	306839653471	569122730114	523947	524516	1103472	3368528	173820	91200	56448	11360	208	112	0	0	0.1922059123117635	21594	105078	7603	5060	3739	891	17	9	0	0	2605216	12019716
26000001	2862358	13543464104	1921325647935	319463252697	592733816124	523947	524516	1134672	3492745	179684	91380	59520	11360	208	112	0	0	0.1911415695714781	22243	108894	7895	5063	3989	891	17	9	0	0	2713356	12516205
27000001	2974323	14071826031	1996178398965	331844274509	615979445490	523947	524516	1152000	3647388	185784	101440	59584	11360	208	112	0	0	0.19103243736916897	22568	113797	8154	5607	3996	891	17	9	0	0	2819283	13091429
28000001	3085721	14582923298	2071148518047	344327428510	639318602792	523947	524516	1181568	3788678	192608	104666	59642	11360	208	112	0	0	0.19067292176168135	23164	118283	8434	5786	3998	891	17	9	0	0	2925138	13624221
29000001	3196953	15102831632	2145648386001	356746160154	662313391479	523947	524516	1201152	3940197	202264	113952	61760	11392	208	144	0	0	0.19072651066460308	23531	123081	8854	6306	4143	894	17	13	0	0	3030113	14145953
30000001	3304621	15608682666	2218190139814	368754650399	684373782918	523947	524516	1246536	4086843	214150	114528	66876	15264	208	144	0	0	0.19148496028383466	24463	127504	9363	6343	4497	1202	17	13	0	0	3131218	14643433
31000001	3413876	16125487507	2291604563260	380823692384	706866960154	523947	524516	1319568	4197426	220060	118080	67872	15272	208	144	0	0	0.19156870349778377	25880	131023	9614	6530	4572	1203	17	13	0	0	3235023	15085401
32000001	3522856	16660179392	2364735202070	392885496293	729331815694	523947	524516	1389408	4313831	228212	118326	70436	15392	208	144	0	0	0.19174865025785467	27321	134746	9945	6543	4723	1210	17	13	0	0	3338337	15546315
