CallTimes	TotalTime	GenVoltageTime	GenLFTime	CheckQTime	CheckConnectTime	ReverseBTime	ReverseYTime	0	1	2	3	4	5	6	7	8	9	10	9Rate	0time	1time	2time	3time	4time	5time	6time	7time	8time	9time	10time
1	0	1137	96427	16497	38969	469049	370632	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0
1000001	116144	469142990	77672414180	14637472767	22417992077	469049	370632	2048	45360	3994	1468	384	0	0	0	0	0	0.05325394674605326	62	720	154	32	46	0	0	0	0	0	115130
2000001	233311	937777889	156071841100	29377096841	45060669243	469049	370632	2048	84774	7888	1669	432	0	0	0	0	0	0.0484054757972621	62	1534	311	63	46	0	0	0	0	0	231295
3000001	349909	1406959878	234052620652	44050934260	67560816566	469049	370632	3584	126750	13161	3115	836	0	0	0	0	0	0.04914865028378324	77	2304	389	111	46	0	0	0	0	0	346982
4000001	466900	1878426576	312347915957	58753918848	90148441190	469049	370632	3584	167267	17243	3401	944	0	0	0	0	0	0.04810973797256551	77	3020	572	111	61	0	0	0	0	0	463059
5000001	584871	2349452641	391300815103	73548640016	112928171611	469049	370632	3584	195966	23414	4492	1008	0	0	0	0	16	0.045695990860801824	77	3614	742	158	61	0	0	0	0	0	580219
6000001	702072	2817739411	469757939006	88209129431	135559662732	469049	370632	6656	227736	30978	5028	1296	0	0	0	0	16	0.045284992452501255	156	4318	915	158	76	0	0	0	0	0	696449
7000001	819922	3287809780	548632585345	102965628277	158332280467	469049	370632	8192	259564	34475	5996	1382	22	0	0	0	16	0.04423527939496009	156	5055	1026	206	76	0	0	0	0	0	813403
8000001	937123	3757070348	627119584326	117618509775	180982745214	469049	370632	11264	291587	40636	6868	1520	32	0	0	0	16	0.04399036950120381	234	5757	1151	237	76	0	0	0	0	0	929668
9000001	1053939	4227025434	705266659627	132268699123	203545201056	469049	370632	13480	331539	44482	7429	1754	32	0	0	0	16	0.044303550632938817	250	6546	1277	267	76	0	0	0	0	0	1045523
10000001	1171384	4696753664	783833083195	147034604154	226218424025	469049	370632	13824	368334	49146	7870	1968	32	0	0	0	16	0.044118995588100444	265	7339	1355	282	92	0	0	0	0	0	1162051
11000001	1288667	5166169681	862314278330	161793799475	248860807403	469049	370632	14336	403914	54661	8238	2092	32	0	0	0	16	0.04393535964224003	265	7983	1545	314	108	0	0	0	0	0	1278452
12000001	1405934	5635504115	940763989315	176543637057	271506938904	469049	370632	14848	440312	59385	9214	2352	128	0	0	0	16	0.043854579678785026	281	8660	1746	329	108	0	0	0	0	0	1394810
13000001	1523852	6106715644	1019654630447	191337900074	294307368803	469049	370632	14848	470527	66789	9819	2502	160	0	0	0	16	0.043435458197272445	281	9145	1993	376	124	16	0	0	0	0	1511917
14000001	1642245	6581304424	1098942616771	206126622754	317187101750	469049	370632	17002	501736	72970	10352	2720	288	0	0	0	16	0.04322028262712267	312	9618	2167	407	155	16	0	0	0	0	1629570
15000001	1759632	7050562856	1177532500179	220790067905	339867819520	469049	370632	19799	536057	77038	10824	2800	288	64	0	0	16	0.043125730458284633	344	10303	2291	439	155	16	0	0	0	0	1746084
16000001	1877045	7520024725	1256119804942	235479889213	362559536781	469049	370632	22588	567151	83904	11568	2800	320	64	0	0	16	0.0430256848108947	375	11042	2463	487	155	16	0	0	0	0	1862507
17000001	1993914	7987772563	1334398802428	250089212537	385137267441	469049	370632	26472	606831	85586	12376	3152	320	64	0	0	16	0.04322452686914548	421	11618	2479	518	171	16	0	0	0	0	1978691
18000001	2110197	8457927731	1412178906603	264729936871	407578961014	469049	370632	27648	652618	89953	13232	3536	320	64	0	0	16	0.043743719792015565	437	12381	2558	581	171	16	0	0	0	0	2094053
