CallTimes	TotalTime	GenVoltageTime	GenLFTime	CheckQTime	CheckConnectTime	ReverseBTime	ReverseYTime	0	1	2	3	4	5	6	7	8	9	10	9Rate	0time	1time	2time	3time	4time	5time	6time	7time	8time	9time	10time	SuccessCaseLFTime
1	1	1138	27875	1138	13654	233529	429511	1	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1
1000001	122048	520178600	81128669573	13517126492	26105176140	233529	429511	20480	92438	1896	394	770	772	466	64	32	58	0.11736988263011737	397	3052	66	25	75	61	42	8	3	4	118314	696372
2000001	244109	1084019807	162172774909	27026319865	52328579970	233529	429511	28840	199260	4463	736	848	1076	576	64	84	64	0.1180054409972795	569	6595	181	36	82	87	50	8	11	4	236485	1414477
3000001	366358	1621377152	243452424784	40551250757	78555512766	233529	429511	46080	297069	8653	1200	2096	1184	640	192	96	128	0.11911262696245768	877	9761	367	62	180	92	57	21	15	10	354915	2128182
4000001	488363	2130832848	324899557405	54054746915	104428963189	233529	429511	53180	402177	14671	1879	2371	1354	850	273	169	128	0.11926297018425745	1024	13033	621	113	200	104	76	34	22	10	473125	2857127
5000001	605793	2646336632	403416321601	66901858303	129418783932	233529	429511	75401	531448	22429	2848	2896	1696	1136	384	224	128	0.12771797445640512	1471	17147	1022	166	233	131	102	43	28	10	585439	3639678
6000001	721910	3182467291	481000108193	79476508721	154212414811	233529	429511	129440	644423	28152	3567	3198	1728	1184	384	256	128	0.13540997743167044	2643	20823	1295	197	257	134	107	43	30	10	696370	4469514
7000001	839261	3719209255	559754758897	92215714664	179018031976	233529	429511	167440	762803	33255	4502	3814	1843	1285	494	311	128	0.1394106943699008	3385	24616	1557	239	305	144	121	49	35	10	808799	5258381
8000001	955654	4283328737	637866313579	104947866927	203424888626	233529	429511	220320	874433	38633	5360	4291	1930	1337	512	337	128	0.1434101070737366	4479	28167	1815	282	331	154	126	51	40	10	920198	6086651
9000001	1077062	4803563659	718743626048	118333133618	229424624049	233529	429511	247440	970708	41248	5749	4352	1968	1376	512	352	128	0.14153698427366843	4977	31301	1924	304	337	155	132	51	42	10	1037828	6827452
10000001	1198867	5312489222	800060305294	131626564830	255126824195	233529	429511	256000	1082101	47208	6626	4743	2062	1417	527	389	128	0.1401200859879914	5156	35004	2219	348	358	163	136	51	44	10	1155377	7600911
11000001	1319411	5878750873	880429083997	144875299287	280853505134	233529	429511	271360	1192372	49008	9086	5696	2511	1712	640	480	128	0.1393629873306375	5481	38648	2302	481	450	196	168	67	57	10	1271550	8372206
12000001	1440789	6389564589	961081530295	158211197816	307116890251	233529	429511	284400	1304842	49926	12180	6373	2911	1979	761	505	128	0.138667071777744	5752	42281	2349	680	496	253	190	77	58	10	1388642	9139356
13000001	1558753	6886057342	1040019675375	171154171186	332213290752	233529	429511	311101	1427164	53146	13868	6912	3152	2112	816	544	128	0.13991868154471682	6276	46253	2487	762	527	275	199	82	65	10	1501816	9936626
14000001	1676464	7410173982	1118450739412	183901874327	357191826402	233529	429511	354361	1544500	56936	14292	7200	3248	2176	816	576	128	0.14173091844779154	7253	50089	2677	788	549	282	204	82	70	10	1614459	10763100
15000001	1795440	7923056076	1197930509575	196820171907	382547741388	233529	429511	397661	1651976	60582	14868	7342	3280	2176	816	576	128	0.14262699049153396	8146	53628	2855	830	560	286	204	82	70	10	1728768	11561854
16000001	1912886	8433283951	1276550168333	209462518656	407337460157	233529	429511	440920	1771259	63190	15648	7424	3312	2176	816	608	128	0.1440925534942154	9039	57577	3026	880	566	289	204	82	76	10	1841136	12384543
17000001	2032419	8942377592	1356253779891	222475035158	432945455747	233529	429511	495120	1856107	66576	16256	7456	3312	2176	816	608	128	0.14403263858631538	10121	60317	3220	907	569	289	204	82	76	10	1956623	13178813
18000001	2156331	9493353220	1438555423205	236188174921	459503707526	233529	429511	506880	1950031	68582	16656	8304	4240	2720	880	640	192	0.1421736032125776	10348	63351	3326	924	631	367	254	93	78	22	2076936	13911076
19000001	2278029	9991442655	1519538705984	249578847871	485565629055	233529	429511	522080	2061194	71976	17040	8304	4400	2752	880	704	192	0.14155378202348515	10643	67036	3523	940	631	398	256	93	83	22	2194403	14697922
20000001	2401752	10499601975	1602269907658	263242480778	511739201964	233529	429511	532480	2156187	76655	17475	9552	4496	2825	1008	713	256	0.14008234299588285	10841	70225	3729	962	717	401	261	102	83	30	2314400	15443571
21000001	2523309	11011225024	1683191184388	276543840870	537716932088	233529	429511	545280	2269736	83484	18526	9968	4791	3124	1139	800	256	0.13986208857799579	11116	74064	4025	1019	736	422	282	114	91	30	2431409	16248543
22000001	2641805	11523277811	1762431801451	289413687271	563087831107	233529	429511	574800	2394092	90035	19104	10352	5008	3312	1200	832	256	0.1408632208698536	11727	78075	4330	1048	759	445	292	119	95	30	2544884	17084441
23000001	2759193	12065220782	1840885195888	302053855902	588035032269	233529	429511	632000	2501256	95612	19864	10672	5040	3360	1200	864	256	0.14217929816611746	12934	81686	4584	1092	780	446	299	119	96	30	2657126	17962118
24000001	2878055	12622712121	1920483722084	314933368935	613053388324	233529	429511	663840	2627182	100627	21064	11531	5209	3488	1328	928	256	0.1431438690356721	13568	85802	4828	1142	838	462	305	128	104	30	2770847	18808120
25000001	2996376	13180388660	1999634338740	327674998079	638071874335	233529	429511	717320	2736062	106142	21738	11808	5264	3536	1328	960	256	0.14417655423293782	14696	89400	5060	1172	868	463	308	128	108	30	2884142	19681755
26000001	3119541	13688968782	2081651980778	341302977055	664302882574	233529	429511	737280	2830801	107896	22136	11813	5286	3555	1328	960	256	0.14312734064894844	15120	92564	5155	1194	868	465	308	128	108	30	3003600	20458151
27000001	3241786	14226082175	2162719194999	354816433009	690770854146	233529	429511	742400	2940773	114000	23584	12928	5536	3728	1424	1024	256	0.14243158731734862	15227	96162	5452	1296	939	481	319	135	118	30	3121626	21274901
28000001	3363320	14752894199	2244045981010	368131086039	716586392204	233529	429511	761920	3051018	115600	25344	13152	5824	3888	1456	1088	256	0.1421266377811915	15620	99806	5565	1402	949	511	336	138	125	30	3238837	22097213
29000001	3485238	15281129386	2325287886476	381538564588	742608740418	233529	429511	773120	3167544	116792	28800	13920	6272	4176	1584	1120	256	0.14184771924663037	15848	103578	5653	1542	1014	561	360	162	126	30	3356363	22911721
30000001	3603768	15822558723	2404686105082	394372670275	767726809651	233529	429511	806120	3292140	120647	30176	14368	6464	4288	1632	1166	256	0.14257522858082572	16503	107534	5792	1610	1054	580	389	168	132	30	3469975	23782945
31000001	3722432	16320894997	2483706058766	407333884261	793272359773	233529	429511	852560	3402944	124112	30690	14689	6568	4352	1632	1184	256	0.143193124413125	17468	111222	5937	1638	1069	589	394	168	132	30	3583784	24647520
32000001	3841883	16877516365	2563476669075	420288312161	818759023610	233529	429511	896360	3513781	127842	31438	14848	6592	4352	1632	1186	256	0.14369646425948548	18340	114809	6106	1680	1084	591	394	168	132	30	3698548	25502422
33000001	3961089	17420500923	2642606759413	433220219988	844556365076	233529	429511	940320	3626154	130639	31904	14880	6624	4352	1632	1216	256	0.14418111684299645	19241	118689	6231	1740	1090	596	394	168	137	30	3812772	26362494
34000001	4083073	18008446953	2723534491902	446448422623	870678319880	233529	429511	983040	3714571	134412	32748	15216	6669	4442	1676	1239	279	0.14394976047206587	20108	121829	6433	1790	1118	601	403	173	140	33	3930444	27199076
35000001	4206496	18594063944	2805875198300	460154071789	896932420917	233529	429511	995920	3813467	135824	32978	15760	7586	4896	1696	1248	320	0.14313413876759604	20347	125175	6497	1797	1150	708	446	174	140	37	4050024	27978058
