CallTimes	tTotal	tInit	tVG	tLFG	tQC	tSBC	0	1	2	3	4	5	4Rate	0time	1time	2time	3time	4time	5time	nSuccessCase
OKCase
1	18	0	1	6	10	7	0	0	0	0	0	0	0.0	0	0	0	0	0	18	0	0
100001	212880	0	4499	92523	110533	97731	0	2154	0	0	0	0	0.02153978460215398	960	0	0	0	0	211920	2154	0
200001	421016	0	8832	181631	216475	195501	0	4408	0	0	0	0	0.022039889800550997	1923	0	0	0	0	419093	4408	0
300001	653231	0	13693	281013	334732	304467	0	6592	0	0	0	0	0.021973260089133036	2984	0	0	0	0	650247	6592	0
400001	891943	0	18724	383303	455919	416841	0	8819	0	0	0	0	0.022047444881387795	4045	0	0	0	0	887898	8819	0
500001	1133767	0	23814	486934	578947	530414	0	10919	0	0	0	0	0.021837956324087353	5162	0	0	0	0	1128605	10919	0
600001	1369406	0	28702	587491	698540	641458	0	13033	0	0	0	0	0.02172163046394923	6209	0	0	0	0	1363197	13033	0
700001	1616071	0	33976	693088	823925	757313	0	15174	0	0	0	0	0.02167711188984016	7288	0	0	0	0	1608782	15174	0
800001	1855956	0	39074	795966	945881	870010	0	17467	0	0	0	0	0.021833722707846615	8461	0	0	0	0	1847493	17467	0
900001	2097557	0	44113	899405	1068808	983508	0	19735	0	0	0	0	0.02192775341360732	9576	0	0	0	0	2087979	19735	0
1000001	2340197	0	49255	1003096	1192033	1097647	0	21981	0	0	0	0	0.02198097801902198	10762	0	0	0	0	2329432	21981	0
1048576	2457480	0	51736	1052999	1251374	1153030	0	23036	0	0	0	0	0.021968841552734375	11336	0	0	0	0	2446141	23036	0
