CallTimes	tTotal	tInit	tVG	tLFG	tQC	tSBC	0	1	2	3	4	5	4Rate	0time	1time	2time	3time	4time	5time	nSuccessCase
OKCase
1	24	0	1	8	12	11	0	0	0	0	0	0	0.0	0	0	0	0	0	24	0	0
100001	196785	0	4409	85517	101945	90370	0	1056	0	0	0	0	0.010559894401055989	436	0	0	0	0	196349	1056	0
200001	402666	0	8976	174501	208162	185373	0	2153	0	0	0	0	0.010764946175269123	884	0	0	0	0	401782	2153	0
300001	594731	0	13103	257760	307507	273880	0	3267	0	0	0	0	0.010889963700121	1354	0	0	0	0	593377	3267	0
400001	786863	0	17283	341266	407205	362083	0	4385	0	0	0	0	0.010962472593818516	1814	0	0	0	0	785048	4385	0
500001	976694	0	21398	423377	505165	449766	0	5497	0	0	0	0	0.010993978012043977	2265	0	0	0	0	974428	5497	0
600001	1167618	0	25632	506167	603973	537601	0	6622	0	0	0	0	0.01103664827225288	2709	0	0	0	0	1164908	6622	0
700001	1357236	0	29759	588560	701970	625031	0	7730	0	0	0	0	0.011042841367369475	3162	0	0	0	0	1354072	7730	0
800001	1546761	0	33943	670739	799835	712450	0	8820	0	0	0	0	0.011024986218767227	3572	0	0	0	0	1543185	8820	0
900001	1735936	0	38063	753067	897722	799566	0	9924	0	0	0	0	0.011026654414828427	4018	0	0	0	0	1731914	9924	0
1000001	1925479	0	42279	835421	995712	886842	0	11035	0	0	0	0	0.011034988965011035	4464	0	0	0	0	1921010	11035	0
1048576	2017571	0	44335	875448	1043349	929218	0	11555	0	0	0	0	0.011019706726074219	4652	0	0	0	0	2012914	11555	0
